ra,nome,ano_referencia,fase,turma,idade,genero,ano_ingresso,instituicao_ensino,pedra,inde,ian,ida,ieg,iaa,ips,ipp,ipv,atingiu_pv,defasagem,fase_ideal,matematica,portugues,ingles,escola,status_ativo
RA-1151,ALUNO-1151,2021,3.0,L,,,,Escola Pública,Ágata,5.931,5.0,7.8,5.3,0.0,7.5,7.9,6.3,Não,-1.0,,,,,,
RA-1151,ALUNO-1151,2022,4.0,L,,,2021.0,Escola Pública,Ágata,6.797050461511668,5.0,6.744444444444444,7.850182863113898,8.75001,5.625,6.40625,6.499995,Não,,,6.333333333333333,6.5,7.399999999999999,,
RA-1151,Aluno-1151,2023,FASE 3,3C,,Feminino,2023.0,Pública,Ametista,7.829958333,10.0,8.3,9.5,7.5,2.52,7.65625,7.545,,0.0,,7.3,8.8,8.7,,
RA-1151,Aluno-1151,2024,4C,4C,13.0,Feminino,2023.0,Pública,Topázio,8.749111111066668,10.0,9.0,9.722222222333334,7.5,5.635,8.125,9.393333333,,1.0,,9.0,8.0,10.0,EE Paschoal Carlos Magno,Cursando
RA-1152,ALUNO-1152,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-1152,ALUNO-1152,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-1152,ALUNO-1152,2022,2.0,B,,,2022.0,,Topázio,8.143057777777779,10.0,7.0,9.055555555555555,10.00002,7.5,6.041666666666667,7.888890000000001,Não,,,8.0,6.0,,,
RA-1152,Aluno-1152,2023,FASE 3,3C,,Masculino,2023.0,Pública,Agata,6.544916667,5.0,6.8,9.4,0.0,5.0,7.8125,7.585,,-1.0,,6.7,6.0,7.8,,
RA-1153,ALUNO-1153,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-1153,ALUNO-1153,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-1153,ALUNO-1153,2022,3.0,E,,,2022.0,,Ágata,6.050593571428572,5.0,3.75,7.357142857142857,7.91667,7.5,6.875,5.49999,Não,,,4.5,3.0,,,
RA-1153,Aluno-1153,2023,FASE 3,3D,14.0,Feminino,2023.0,Pública,Ametista,7.968658333,5.0,7.2,10.0,7.9,7.52,7.65625,8.63,,-1.0,,6.7,7.8,7.0,,
RA-1153,Aluno-1153,2024,4A,4A,15.0,Feminino,2021.0,Privada - Programa de Apadrinhamento,Topázio,8.268876190466667,5.0,8.5,9.702380952333334,8.751,5.635,8.75,9.074,,-1.0,,8.0,8.5,9.0,Colégio Arco Íris Evolução,Cursando
RA-1154,ALUNO-1154,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-1154,ALUNO-1154,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-1154,ALUNO-1154,2022,1.0,L,,,2022.0,,Ametista,7.216203925925925,5.0,6.25,9.62962962962963,7.83334,7.5,5.625,7.222219999999999,Não,,,9.5,3.0,,,
RA-1154,Aluno-1154,2023,FASE 3,3F,13.0,Masculino,2023.0,Pública,Ametista,7.701125,10.0,5.1,9.3,9.6,5.63,7.65625,7.67,,0.0,,5.3,5.0,5.0,,
RA-1154,Aluno-1154,2024,3G,3G,14.0,Masculino,2023.0,Pública,Ametista,7.5660750000000005,5.0,8.0,9.200000000000001,7.917,7.51,7.34375,6.745,,-1.0,,7.0,7.0,10.0,EE João Ortiz Rodrigues,Cursando
RA-1155,ALUNO-1155,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-1155,ALUNO-1155,2021,0.0,R,,,,Escola Pública,Topázio,9.048,10.0,7.7,10.0,9.5,7.5,8.4,9.8,Sim,0.0,,,,,,
RA-1155,ALUNO-1155,2022,0.0,G,,,2021.0,Escola Pública,Ametista,7.973275077441079,10.0,7.583333333333333,8.053872053872054,9.50002,7.5,5.625,7.91666,Não,,,7.0,8.166666666666666,,,
RA-1155,Aluno-1155,2023,FASE 3,3F,14.0,Feminino,2023.0,Pública,Ametista,7.821633333,5.0,8.0,9.2,9.2,5.63,7.5,8.2925,,-1.0,,6.7,8.2,9.0,,
RA-1155,Aluno-1155,2024,4F,4F,15.0,Feminino,2023.0,Pública,Ametista,7.119011111133333,5.0,4.666666666666667,8.888888889,8.334,5.005,8.0,8.87,,-1.0,,6.0,8.0,0.0,EE Alexandre Rodrigues Nogueira,Cursando
RA-1156,ALUNO-1156,2021,4.0,A,,,,Escola Pública,Ágata,6.73,10.0,6.5,5.3,8.8,5.6,7.0,6.2,Não,0.0,,,,,,
RA-1156,ALUNO-1156,2022,4.0,B,,,2019.0,Escola Pública,Quartzo,5.562542284489457,5.0,5.555555555555556,6.168615866891729,0.0,7.5,7.34375,6.166665,Não,,,6.833333333333333,6.666666666666667,3.166666666666667,,
RA-1156,Aluno-1156,2023,FASE 3,3F,12.0,Feminino,2023.0,Pública,Ametista,7.340775,10.0,5.3,9.2,8.3,2.52,7.96875,7.7925,,0.0,,6.2,6.0,3.7,,
RA-1156,Aluno-1156,2024,4F,4F,13.0,Feminino,2023.0,Pública,Agata,6.6777135642,10.0,2.0,7.821067821,7.5,7.51,7.125,7.5,,1.0,,6.0,0.0,0.0,EE João Ortiz Rodrigues,Cursando
RA-1157,ALUNO-1157,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-1157,ALUNO-1157,2021,0.0,R,,,,Escola Pública,Ametista,7.629,10.0,7.1,6.7,7.5,7.5,7.5,8.2,Não,0.0,,,,,,
RA-1157,ALUNO-1157,2022,,,,,,Escola Pública,,,,,,,,,,,,,,,,,
RA-1157,Aluno-1157,2023,FASE 3,3G,14.0,Masculino,2023.0,Pública,Ametista,7.086633333,5.0,5.7,8.8,9.2,6.26,7.5,7.0025,,-1.0,,5.0,6.3,5.7,,
RA-1157,Aluno-1157,2024,3H,3H,15.0,Masculino,2023.0,Pública,Ametista,7.916082936533334,5.0,7.0,9.082539682666665,9.585,7.51,7.96875,8.466,,-1.0,,8.0,6.0,7.0,EE Olivia de Faria Nogueira,Cursando
RA-1158,ALUNO-1158,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-1158,ALUNO-1158,2022,,,,,,,,,,,,,,,,,,,,,,,
RA-1158,Aluno-1158,2023,FASE 3,3G,14.0,Feminino,2023.0,Pública,Agata,6.306666667,5.0,4.3,8.6,7.5,2.52,7.5,7.34,,-1.0,,5.3,5.0,2.7,,
RA-1159,ALUNO-1159,2021,5.0,L,,,,Rede Decisão,Ametista,8.014,5.0,8.6,8.3,8.8,7.5,8.3,8.4,Não,-1.0,,,,,,
RA-1159,ALUNO-1159,2022,6.0,A,,,2019.0,Rede Decisão,Ametista,7.875768381520724,5.0,6.844444444444444,9.00661079649251,9.16668,6.875,8.125,8.944446666666666,Sim,,,4.266666666666667,8.5,7.766666666666667,,
RA-1159,Aluno-1159,2023,FASE 3,3I,,Feminino,2023.0,Pública,Quartzo,5.913883333,10.0,3.1,6.6,5.8,2.52,7.1875,7.1325,,0.0,,5.2,1.5,2.5,,
RA-116,ALUNO-116,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-116,ALUNO-116,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-116,Aluno-116,2022,4,B,16.0,Menina,2019.0,Escola Pública,Ágata,6.854,5.0,5.9,8.1,5.8,6.3,,7.792,Não,-2.0,,5.0,7.2,5.5,,
RA-116,Aluno-116,2023,FASE 5,5A,17.0,Feminino,2019.0,Pública,Agata,6.433075,5.0,4.7,7.6,6.7,5.0,7.96875,7.5475,,-2.0,,2.3,5.0,6.8,,
RA-116,Aluno-116,2024,5A,5A,18.0,Feminino,2021.0,Pública,Agata,6.337470707133334,5.0,4.5,7.535353535666666,8.334,5.635,6.875,6.73,,-2.0,,6.5,2.0,5.0,EE Joaquim Mendes Feliz,Cursando
RA-1160,ALUNO-1160,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-1160,ALUNO-1160,2021,4.0,A,,,,Escola Pública,Ametista,7.13,10.0,5.8,5.8,7.9,7.5,8.0,7.4,Não,0.0,,,,,,
RA-1160,ALUNO-1160,2022,,,,,,Escola Pública,,,,,,,,,,,,,,,,,
RA-1160,Aluno-1160,2023,FASE 3,3I,,Masculino,2023.0,Pública,Agata,6.636166667,10.0,2.7,8.7,9.6,2.52,6.875,7.2575,,0.0,,4.8,2.7,0.7,,
RA-1160,Aluno-1160,2024,3I,3I,14.0,Masculino,2023.0,Pública,Agata,6.274190982333334,5.0,3.1666666666666665,8.201288245,8.751,7.51,6.25,6.2475,,-1.0,,5.5,2.0,2.0,EE Joaquim Mendes Feliz,Cursando
RA-1161,ALUNO-1161,2021,3.0,L,,,,Escola Pública,Ágata,6.458,5.0,6.9,6.1,7.9,3.8,5.8,8.1,Não,-2.0,,,,,,
RA-1161,ALUNO-1161,2022,4.0,L,,,2018.0,Escola Pública,Ágata,6.775990920062696,5.0,6.5,7.333072100313479,8.33334,5.625,6.71875,7.2083375,Não,,,6.5,4.666666666666667,8.333333333333334,,
RA-1161,Aluno-1161,2023,FASE 3,3I,,Feminino,2023.0,Pública,Ametista,7.317791667,10.0,6.3,8.1,6.3,2.52,8.28125,8.63,,0.0,,7.3,6.5,5.2,,
RA-1162,ALUNO-1162,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-1162,ALUNO-1162,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-1162,ALUNO-1162,2022,0.0,V,,,2022.0,,Ametista,7.300023367521367,5.0,7.183333333333334,8.504273504273504,8.500020000000001,7.5,5.625,7.5,Não,,,5.8,8.566666666666666,,,
RA-1162,Aluno-1162,2023,FASE 3,3K,13.0,Feminino,2023.0,Pública,Ametista,7.44215,10.0,6.0,8.5,8.3,3.77,7.8125,7.7525,,0.0,,7.3,5.5,5.2,,
RA-1162,Aluno-1162,2024,4M,4M,14.0,Feminino,2023.0,Pública,Ametista,7.473167836266667,10.0,5.666666666666667,9.135672514666666,7.917,6.26,6.875,7.0375,,0.0,,4.0,7.5,5.5,EE Maria André Schunck Dona,Cursando
RA-1163,ALUNO-1163,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-1163,ALUNO-1163,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-1163,ALUNO-1163,2022,7.0,D,,,2022.0,,Ágata,6.944792333333333,5.0,3.75,9.166666666666666,9.58335,7.5,7.03125,7.249995,Não,,,0.5,7.0,,,
RA-1163,Aluno-1163,2023,FASE 3,3L,14.0,Masculino,2023.0,Pública,Ametista,7.749391667,5.0,7.2,9.3,8.8,7.52,7.65625,7.75,,-1.0,,7.0,6.7,8.0,,
RA-1163,Aluno-1163,2024,4M,4M,15.0,Masculino,2023.0,Pública,Topázio,8.6794789474,10.0,7.833333333333333,9.824561403666666,8.334,7.51,8.125,8.755,,0.0,,9.5,6.5,7.5,EE Maria André Schunck Dona,Cursando
RA-1164,ALUNO-1164,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-1164,ALUNO-1164,2021,0.0,S,,,,Escola Pública,Ágata,6.571,5.0,6.2,5.0,9.0,7.5,7.5,7.2,Não,-1.0,,,,,,
RA-1164,ALUNO-1164,2022,,,,,,Escola Pública,,,,,,,,,,,,,,,,,
RA-1164,Aluno-1164,2023,FASE 3,3M,13.0,Masculino,2023.0,Pública,Agata,6.910091667,10.0,4.8,7.5,9.2,2.52,7.65625,7.545,,0.0,,7.0,7.5,0.0,,
RA-1165,ALUNO-1165,2021,3.0,F,,,,Escola Pública,Ametista,7.765,5.0,7.2,8.6,7.9,7.5,7.7,8.9,Não,-1.0,,,,,,
RA-1165,ALUNO-1165,2022,4.0,B,,,2019.0,Escola Pública,Ágata,6.926393898268398,5.0,6.666666666666667,6.449675324675325,6.66667,7.5,8.28125,7.7916675,Não,,,5.333333333333333,6.0,8.666666666666666,,
RA-1165,Aluno-1165,2023,FASE 3,3M,12.0,Feminino,2023.0,Pública,Ametista,7.880716667,10.0,7.3,9.1,9.2,5.0,7.1875,7.2925,,0.0,,7.0,6.0,9.0,,
RA-1165,Aluno-1165,2024,3L,3L,13.0,Feminino,2023.0,Pública,Ametista,7.908044272466667,10.0,8.0,6.829721362333333,8.751,8.135,6.875,7.83,,0.0,,9.0,7.5,7.5,EM Alfredo Schunk,Cursando
RA-1166,ALUNO-1166,2021,2.0,E,,,,Escola Pública,Quartzo,3.979,5.0,3.5,2.1,0.0,6.9,5.4,5.7,Não,-2.0,,,,,,
RA-1166,ALUNO-1166,2022,,,,,,Escola Pública,,,,,,,,,,,,,,,,,
RA-1166,Aluno-1166,2023,FASE 3,3M,15.0,Feminino,2023.0,Pública,Ametista,7.307858333,5.0,4.8,9.6,8.3,7.52,7.65625,7.9175,,-2.0,,5.3,2.8,6.2,,
RA-1166,Aluno-1166,2024,4M,4M,16.0,Feminino,2023.0,Pública,Ametista,7.452799122766667,5.0,6.333333333333333,8.498245614,8.334,6.26,8.020833333,8.625,,-1.0,,5.0,7.0,7.0,EE Donizetti Aparecido Leite Professor,Cursando
RA-1167,ALUNO-1167,2021,2.0,G,,,,Escola Pública,Ágata,6.294,10.0,1.8,6.3,10.0,7.5,6.9,6.2,Não,0.0,,,,,,
RA-1167,ALUNO-1167,2022,2.0,I,,,2019.0,Escola Pública,Ametista,7.184480244200245,10.0,3.5,8.887667887667888,8.000020000000001,7.5,6.458333333333334,7.555556666666667,Não,,,5.0,2.0,,,
RA-1167,Aluno-1167,2023,FASE 3,3M,16.0,Masculino,2023.0,Pública,Agata,6.021891667,2.5,3.8,7.6,8.8,2.52,7.65625,7.9625,,-3.0,,6.0,3.7,1.8,,
RA-1168,ALUNO-1168,2021,1.0,M,,,,Escola Pública,Ametista,8.104,5.0,6.9,9.6,9.5,7.5,8.1,9.0,Sim,-2.0,,,,,,
RA-1168,ALUNO-1168,2022,1.0,M,,,2020.0,Escola Pública,Ametista,7.180380522045855,5.0,6.666666666666666,8.27689594356261,8.91668,7.5,5.833333333333334,7.333333333333333,Não,,,6.5,6.833333333333333,,,
RA-1168,Aluno-1168,2023,FASE 3,3N,13.0,Feminino,2023.0,Pública,Quartzo,5.886625,10.0,3.5,8.8,0.0,2.52,7.65625,7.045,,0.0,,5.0,2.0,3.5,,
RA-1168,Aluno-1168,2024,3N,3N,14.0,Feminino,2023.0,Pública,Agata,6.864053921600001,5.0,5.666666666666667,7.682352941333334,9.585,7.51,7.1875,6.33,,-1.0,,8.5,3.5,5.0,EE Paschoal Carlos Magno,Cursando
RA-1169,ALUNO-1169,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-1169,ALUNO-1169,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-1169,ALUNO-1169,2022,2.0,F,,,2022.0,,Ametista,7.502992564102563,10.0,7.25,9.487179487179487,6.41668,5.0,6.25,6.944443333333333,Não,,,8.0,6.5,,,
RA-1169,Aluno-1169,2023,FASE 3,3P,,Feminino,2023.0,Pública,Ametista,7.213625,5.0,6.3,9.5,7.5,5.0,7.03125,8.0025,,-1.0,,6.8,7.3,4.8,,
RA-1169,Aluno-1169,2024,4N,4N,15.0,Feminino,2023.0,Pública,Agata,6.885305555533334,5.0,6.833333333333333,8.444444444333334,6.25,5.635,7.8125,6.8,,-1.0,,6.0,6.5,8.0,EE Maria André Schunck Dona,Cursando
RA-117,ALUNO-117,2021,2.0,N,,,,Escola Pública,Ametista,7.774,10.0,7.1,7.1,8.5,7.5,8.3,7.6,Não,0.0,,,,,,
RA-117,Aluno-117,2022,4,B,15.0,Menina,2022.0,Escola Pública,Ágata,6.685,5.0,6.1,6.3,7.9,6.9,,7.417,Não,-1.0,,4.7,6.7,7.0,,
RA-1170,ALUNO-1170,2021,1.0,E,,,,Escola Pública,Quartzo,4.275,5.0,0.0,1.3,9.5,8.1,7.3,5.2,Não,-1.0,,,,,,
RA-1170,ALUNO-1170,2022,1.0,H,,,2019.0,Escola Pública,Ágata,6.281145375891421,5.0,4.75,6.009891879457097,9.50002,7.5,5.625,6.833325,Não,,,5.166666666666667,4.333333333333333,,,
RA-1170,Aluno-1170,2023,FASE 3,3P,,Masculino,2023.0,Pública,Agata,6.874683333,5.0,5.9,7.7,8.8,7.52,7.1875,6.5775,,-1.0,,6.0,6.8,4.8,,
RA-1170,Aluno-1170,2024,3P,3P,15.0,Masculino,2023.0,Pública,Agata,6.095440873,5.0,3.5,5.565079365,9.168,8.13,7.03125,6.7475,,-2.0,,1.0,2.5,7.0,EE Donizetti Aparecido Leite Professor,Cursando
RA-1171,ALUNO-1171,2021,3.0,F,,,,Rede Decisão,Topázio,9.025,10.0,9.2,8.9,8.8,6.3,9.2,9.9,Sim,0.0,,,,,,
RA-1171,ALUNO-1171,2022,4.0,F,,,2019.0,Rede Decisão,Topázio,8.63847438888889,10.0,7.911111111111111,9.895833333333334,8.33334,5.625,7.8125,9.5000075,Sim,,,7.666666666666667,9.666666666666666,6.4,,
RA-1171,Aluno-1171,2023,FASE 3,3P,14.0,Masculino,2023.0,Pública,Ametista,7.856033333,5.0,8.7,8.4,7.9,5.0,8.75,8.88,,-1.0,,7.3,9.0,9.7,,
RA-1171,Aluno-1171,2024,4R,4R,15.0,Masculino,2023.0,Pública,Ametista,7.6236817459,5.0,7.5,7.230158729999999,8.334,7.51,8.645833333,8.643333333,,-1.0,,5.0,9.5,8.0,EE Donizetti Aparecido Leite Professor,Cursando
RA-1172,ALUNO-1172,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-1172,ALUNO-1172,2022,,,,,,,,,,,,,,,,,,,,,,,
RA-1172,Aluno-1172,2023,FASE 4,4A,16.0,Feminino,2023.0,Pública,Ametista,7.030108333,5.0,6.7,7.8,8.3,2.52,8.59375,8.46,,-2.0,,6.0,5.7,8.3,,
RA-1172,Aluno-1172,2024,5A,5A,17.0,Feminino,2023.0,Pública,Quartzo,5.719565079333334,5.0,3.3333333333333335,6.0634920633333325,7.5,6.26,7.25,6.196,,-1.0,,0.0,5.0,5.0,EE Donizetti Aparecido Leite Professor,Cursando
RA-1173,ALUNO-1173,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-1173,ALUNO-1173,2022,,,,,,,,,,,,,,,,,,,,,,,
RA-1173,Aluno-1173,2023,FASE 4,4A,14.0,Masculino,2023.0,Pública,Ametista,7.67285,10.0,6.0,9.7,8.8,2.52,7.8125,8.1225,,0.0,,7.0,5.0,6.0,,
RA-1173,Aluno-1173,2024,5D,5D,15.0,Masculino,2023.0,Pública,Topázio,8.220132915666667,10.0,5.833333333333333,9.665831245,9.168,7.51,8.125,8.2,,0.0,,6.0,7.5,4.0,EE Leonice de Aquino Oliveira,Cursando
RA-1174,ALUNO-1174,2021,6.0,C,,,,Rede Decisão,Ágata,6.775,10.0,6.0,7.2,8.3,3.8,6.7,6.3,Não,0.0,,,,,,
RA-1174,ALUNO-1174,2022,6.0,A,,,2019.0,Rede Decisão,Quartzo,4.949617787439614,5.0,5.877777777777777,5.366847826086957,0.0,5.0,6.5625,5.222213333333333,Não,,,5.3,2.333333333333333,10.0,,
RA-1174,Aluno-1174,2023,FASE 4,4B,15.0,Feminino,2023.0,Pública,Ametista,7.333591667,5.0,6.8,8.7,9.2,2.52,8.90625,8.3375,,-1.0,,6.5,7.2,6.8,,
RA-1174,Aluno-1174,2024,5B,5B,16.0,Feminino,2023.0,Pública,Ametista,7.374213419866667,10.0,5.0,8.349567099333333,8.751,6.26,7.5,7.266,,0.0,,5.0,3.0,7.0,EE Olivia de Faria Nogueira,Cursando
RA-1175,ALUNO-1175,2021,1.0,J,,,,Escola Pública,Ágata,5.915,5.0,2.2,6.3,8.0,7.5,8.4,6.7,Não,-1.0,,,,,,
RA-1175,ALUNO-1175,2022,,,,,,Escola Pública,,,,,,,,,,,,,,,,,
RA-1175,Aluno-1175,2023,FASE 4,4B,,Feminino,2023.0,Pública,Quartzo,5.939858333,2.5,6.3,5.3,8.3,2.52,7.65625,7.6275,,-3.0,,6.3,6.3,6.2,,
RA-1176,ALUNO-1176,2021,5.0,B,,,,Rede Decisão,Ametista,8.003,5.0,8.5,6.9,9.2,8.1,8.4,9.3,Sim,-1.0,,,,,,
RA-1176,ALUNO-1176,2022,6.0,A,,,2017.0,Rede Decisão,Topázio,8.523222128427129,5.0,8.555555555555555,8.940746753246753,9.16668,7.5,8.90625,9.833343333333334,Sim,,,7.0,9.0,9.666666666666666,,
RA-1176,Aluno-1176,2023,FASE 4,4B,13.0,Masculino,2023.0,Pública,Topázio,8.881483333,10.0,8.2,9.3,8.3,7.52,9.6875,9.17,,1.0,,8.0,7.8,8.7,,
RA-1176,Aluno-1176,2024,5C,5C,14.0,Masculino,2023.0,Privada - Programa de Apadrinhamento,Topázio,8.914816269866666,10.0,9.166666666666666,9.682539682666667,8.751,6.26,8.59375,8.9225,,1.0,,10.0,8.0,9.5,Colégio Arco Íris Evolução,Cursando
RA-1177,ALUNO-1177,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-1177,ALUNO-1177,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-1177,ALUNO-1177,2022,1.0,J,,,2022.0,,Ametista,7.064253429951691,5.0,4.916666666666666,9.015700483091788,10.00002,7.5,5.833333333333334,7.222223333333333,Não,,,5.5,4.333333333333333,,,
RA-1177,Aluno-1177,2023,FASE 4,4B,14.0,Feminino,2023.0,Pública,Topázio,8.345491667,10.0,7.2,9.9,10.0,2.52,8.90625,8.88,,0.0,,7.0,6.7,8.0,,
RA-1177,Aluno-1177,2024,5C,5C,15.0,Feminino,2023.0,Pública,Topázio,8.3233039474,10.0,7.333333333333333,9.824561403666666,8.751,6.26,7.65625,8.125,,0.0,,9.5,5.5,7.0,EE Mario Francisco de Amorim,Cursando
RA-1178,ALUNO-1178,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-1178,ALUNO-1178,2022,,,,,,,,,,,,,,,,,,,,,,,
RA-1178,Aluno-1178,2023,FASE 4,4C,,Masculino,2023.0,Pública,Ametista,7.066475,5.0,5.7,9.3,8.8,2.52,7.96875,8.2125,,-2.0,,6.3,4.5,6.3,,
RA-1178,Aluno-1178,2024,5D,5D,17.0,Masculino,2023.0,Pública,Topázio,8.0934746032,5.0,8.333333333333334,9.682539682666667,8.751,6.26,7.5,8.696,,-1.0,,9.0,8.0,8.0,EE Mario Francisco de Amorim,Cursando
RA-1179,ALUNO-1179,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-1179,ALUNO-1179,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-1179,ALUNO-1179,2022,2.0,L,,,2022.0,,Ágata,6.646760592592592,5.0,2.25,9.62962962962963,8.41668,7.5,6.458333333333334,7.666666666666667,Não,,,4.0,0.5,,,
RA-1179,Aluno-1179,2023,FASE 4,4C,,Masculino,2023.0,Pública,Agata,6.631333333,5.0,5.0,8.1,9.6,4.38,6.875,7.17,,-1.0,,6.7,3.7,4.5,,
RA-118,ALUNO-118,2021,1.0,B,,,,Escola Pública,Topázio,8.299,10.0,6.9,9.6,8.5,7.5,7.5,8.2,Não,0.0,,,,,,
RA-118,Aluno-118,2022,4,B,14.0,Menina,2021.0,Escola Pública,Quartzo,5.597,10.0,3.9,5.3,0.0,6.3,,6.958,Não,0.0,,3.7,4.7,3.5,,
RA-1180,ALUNO-1180,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-1180,ALUNO-1180,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-1180,ALUNO-1180,2022,2.0,P,,,2022.0,,Ágata,6.142593037037038,5.0,7.0,6.018518518518519,0.0,7.5,6.666666666666666,8.111113333333336,Não,,,8.0,6.0,,,
RA-1180,Aluno-1180,2023,FASE 4,4C,15.0,Masculino,2023.0,Pública,Ametista,7.067983333,5.0,5.4,9.5,8.3,5.0,7.1875,7.7125,,-1.0,,6.0,4.8,5.3,,
RA-1181,ALUNO-1181,2021,1.0,F,,,,Escola Pública,Ametista,7.961,5.0,7.6,9.6,9.0,5.6,8.1,8.7,Não,-1.0,,,,,,
RA-1181,ALUNO-1181,2022,1.0,J,,,2019.0,Escola Pública,Ametista,7.455557555555556,5.0,7.083333333333334,9.444444444444445,8.500020000000001,7.5,5.833333333333334,7.333333333333333,Não,,,8.0,6.166666666666667,,,
RA-1181,Aluno-1181,2023,FASE 4,4C,,Feminino,2023.0,Pública,Agata,6.971266667,10.0,4.8,8.3,8.8,2.52,7.5,7.3375,,0.0,,5.7,4.3,4.5,,
RA-1181,Aluno-1181,2024,5B,5B,15.0,Feminino,2023.0,Pública,Agata,6.2015816738666665,10.0,3.8333333333333335,5.036075036,9.168,6.26,7.125,5.862,,0.0,,1.0,1.0,9.5,EE Paschoal Carlos Magno,Cursando
RA-1182,ALUNO-1182,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-1182,ALUNO-1182,2021,0.0,L,,,,Escola Pública,Ametista,7.006,10.0,4.4,8.3,7.4,7.5,6.6,6.6,Não,0.0,,,,,,
RA-1182,ALUNO-1182,2022,0.0,R,,,2021.0,Escola Pública,Ametista,7.886571512820513,10.0,9.616666666666667,9.097435897435895,8.500020000000001,5.0,3.4375,7.249995,Não,,,9.533333333333331,9.7,,,
RA-1182,Aluno-1182,2023,FASE 4,4C,,Feminino,2023.0,Pública,Quartzo,5.709808333,5.0,4.2,6.3,7.5,2.52,6.71875,7.2125,,-2.0,,5.3,2.0,5.2,,
RA-1183,ALUNO-1183,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-1183,ALUNO-1183,2021,1.0,B,,,,Escola Pública,Ametista,7.614,5.0,6.4,9.2,8.5,7.5,7.5,8.3,Não,-1.0,,,,,,
RA-1183,ALUNO-1183,2022,,,,,,Escola Pública,,,,,,,,,,,,,,,,,
RA-1183,Aluno-1183,2023,FASE 4,4C,15.0,Masculino,2023.0,Pública,Agata,6.269541667,5.0,5.3,8.7,7.5,2.52,6.09375,6.7575,,-1.0,,6.0,4.0,6.0,,
RA-1184,ALUNO-1184,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-1184,ALUNO-1184,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-1184,ALUNO-1184,2022,1.0,U,,,2022.0,,Ametista,7.475002333333333,5.0,6.0,9.666666666666666,9.000020000000001,7.5,6.25,7.833335,Não,,,7.0,5.0,,,
RA-1184,Aluno-1184,2023,FASE 4,4F,,Masculino,2023.0,Pública,Ametista,7.381566667,5.0,7.3,8.3,8.3,5.0,8.125,8.045,,-2.0,,8.0,5.5,8.5,,
RA-1184,Aluno-1184,2024,5F,5F,17.0,Masculino,2023.0,Pública,Ametista,7.411701731566668,5.0,7.666666666666667,8.658008657666668,6.666,7.51,7.291666667,7.5,,-1.0,,6.0,7.0,10.0,EE Joaquim Mendes Feliz,Cursando
RA-1185,ALUNO-1185,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-1185,ALUNO-1185,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-1185,ALUNO-1185,2022,1.0,A,,,2022.0,,Ametista,7.461113333333333,5.0,7.0,9.666666666666666,7.50002,7.5,5.833333333333334,7.722223333333334,Não,,,8.0,6.0,,,
RA-1185,Aluno-1185,2023,FASE 4,4G,,Feminino,2023.0,Pública,Topázio,8.02675,10.0,7.5,9.1,7.5,5.0,7.8125,8.3775,,1.0,,6.7,6.3,9.5,,
RA-1186,ALUNO-1186,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-1186,ALUNO-1186,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-1186,ALUNO-1186,2022,3.0,M,,,2022.0,,Quartzo,4.733141106060606,5.0,2.5,4.53030303030303,5.41665,7.5,5.9375,4.7083275,Não,,,0.0,5.0,,,
RA-1186,Aluno-1186,2023,FASE 4,4G,,Feminino,2023.0,Pública,Ametista,7.281433333,5.0,5.5,9.8,8.8,6.89,6.875,7.3825,,-2.0,,6.7,5.2,4.5,,
RA-1187,ALUNO-1187,2021,,,,,,,,,,,,,,,,,,,,,,,
